,productName,form,regularPrice,unitPrice,productURL,productSize,averageRating,reviewCount,inactiveIngredients
36,Men 50+ Once Daily Multivitamin Tablets,na,$10.99,0.11,/store/c/walgreens-men-50--once-daily-multivitamin-tablets/ID=300424094-product,100 ea ,5.0,2,"Calcium Carbonate,Dicalcium Phosphate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid,Croscarmellose Sodium,Maltodextrin,Zinc Oxide,dl-alpha tocopheryl acetate,Contains less than 2% of beta-carotene,BHT,biotin,carnauba wax,cholecalciferol,chromium chloride,crospovidone,cupric sulfate,cyanocobalamin,D-calcium pantothenate,FD&C blue no. 2 lake,folic acid,hydroxypropyl methylcellulose,lycopene,magnesium stearate,manganese sulfate,medium chain triglycerides,niacinamide,phytonadione,polydextrose,potassium iodide,pyridoxine hydrochloride,retinyl acetate,riboflavin,silica,sodium molybdate,sodium selenate,stearic acid,thiamine mononitrate,titanium dioxide (color)."
37,Women's Multi Gummies Raspberry,Gummies,$13.49,0.15,/store/c/nature's-bounty-women's-multi-gummies-raspberry/ID=prod6377730-product,90 ea ,4.5,407,"Corn Syrup,Sugar,Gelatin,Natural Flavors,Contains Less than 2% of: Citric Acid,Pectin,Vegetable Juice (Color),Vegetable Oil (Palm),(Contains Carnauba Wax)"
38,Men's Multivitamin Tablets,Tablets,$15.99,0.08,/store/c/walgreens-men's-multivitamin-tablets/ID=prod6358137-product?skuId=sku6315647,200 ea ,4.0,46,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Ascorbic Acid,Microcrystalline Cellulose,Dicalcium Phosphate,Maltodextrin,dl-Alpha Tocopheryl Acetate,Contains 2% or less of beta-carotene,biotin,carboxymethylcellulose sodium,cholecalciferol,chromium picolinate,cupric sulfate,cyanocobalamin,D-calcium pantothenate,DL-tartaric acid,FD&C blue no. 2 lake,FD&C red no. 40 lake,FD&C yellow no. 6 lake,ferrous fumarate,folic acid,hydroxypropyl methylcellulose,lycopene,magnesium stearate,manganese sulfate,nicotinamide,phytonadione,polydextrose,polyethylene glycol,polyvinyl alcohol,potassium iodide,pyridoxine hydrochloride,retinyl acetate,riboflavin,silica,sodium metavanadate,sodium molybdate,sodium selenite,stannous chloride,starch,talc,thiamine mononitrate,titanium dioxide (color),tricalcium phosphate,zinc oxide"
39,"Adult Age 50+, Complete Multivitamin Supplement Tablet",na,$11.49,9999999.0,"/store/c/centrum-silver-adult-age-50-,-complete-multivitamin-supplement-tablet/ID=prod6090702-product",125 ea ,4.5,320,"Calcium Carbonate,Potassium Chloride,Dibasic Calcium Phosphate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),Dl-Alpha Tocopheryl Acetate (Vit. E),Maltodextrin,Modified Corn Starch,Corn Starch,Contains <2% of: Beta-Carotene,Bht (To Preserve Freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Crospovidone,Cyanocobalamin (Vit. B12),Folic Acid,Gelatin,Hypromellose,Lutein,Lycopene,Magnesium Stearate,Manganese Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vit. K),Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (To Preserve Freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (To Preserve Freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide"
40,Biotin Tablets 1000 mcg,Softgel,$15.49,0.15,/store/c/nature's-bounty-biotin-tablets-1000-mcg/ID=prod987289-product,100 ea ,4.0,51,"Calcium Carbonate,Vegetable Cellulose,Silica,Vegetable Magnesium Stearate."
41,Multigummies Multivitamin For Women Assorted Fruit,Gummies,$13.99,0.14,/store/c/centrum-multigummies-multivitamin-for-women-assorted-fruit/ID=300417618-product,100 ea ,4.5,260,"Glucose Syrup,Sugar,Water,Tribasic Calcium Phosphate,Gelatin,Contains Less Than 2% of: Annatto Seed Extract (color),Ascorbic Acid (Vit. C),Biotin,Carnauba Wax,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Mannitol,Medium-Chain Triglycerides,Natural Flavors,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Sodium Citrate,Sodium Lactate,Turmeric (color),Vitamin A Acetate,Zinc Sulfate"
42,Women Complete Multivitamin & Multimineral  Supplement Tablet,Tablets,$21.99,0.11,/store/c/centrum-women-complete-multivitamin-%26-multimineral--supplement-tablet/ID=prod6245535-product,200 ea ,4.5,761,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Dibasic Calcium Phosphate,Microcrystalline Cellulose,Ascorbic Acid (Vitamin C),Ferrous Fumarate,DL-Alpha Tocopheryl Acetate (Vitamin E),Maltodextrin,Crospovidone,Contains 2% of: Beta-Carotene,BHT (to preserve freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Corn Starch,Cyanocobalamin (Vit. B12),Folic Acid,Gelatin,Lecithin (Soy),Magnesium Stearate,Manganese Sulfate,Modified Corn Starch,Niacinamide,Phytonadione (Vit. K),Polyethylene Glycol,Polyvinyl Alcohol,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to preserve freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamin Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to preserve freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide,Contains: Soy"
43,"Women's Organic Multivitamin Gummies Strawberry, Cherry, Raspberry",Gummies,$13.49,0.15,"/store/c/walgreens-free-%26-pure-women's-organic-multivitamin-gummies-strawberry,-cherry,-raspberry/ID=300426866-product",90 ea ,5.0,3,"Organic Tapioca Syrup,Organic Cane Sugar,Pectin,Organic Lemon Juice Concentrate,Organic Flavors,Sodium Citrate,Colors AddedOrganic Black Carrot Juice Concentrate ,Organic Maqui Berry Juice Concentrate,Organic Sunflower Oil,Organic Carnauba Wax."
44,Vitamin D3 Gummy Vitamins,na,$13.99,0.09,/store/c/vitafusion-vitamin-d3-gummy-vitamins/ID=prod6107553-product,150 ea ,4.5,514,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of: Blend of Oils with Beeswax and/or Carnauba WaxCoconut and/or Palm,Canola Lecithin,Citric Acid,ColorsAnnatto Extract ,Blueberry and Carrot Concentrates ,Purple Carrot Juice Concentr,Lactic Acid,Medium Chain Triglycerides,and Natural Flavors."
45,Silver Multivitamin For Women 50 Plus,Tablets,$11.99,0.12,/store/c/centrum-silver-multivitamin-for-women-50-plus/ID=300421216-product,100 ea ,4.5,245,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Ascorbic Acid (Vit. C),Dibasic Calcium Phosphate,Microcrystalline Cellulose,Maltodextrin,DL-alpha Tocopheryl Acetate (Vit. E),Modified Corn Starch,Beta-Carotene,BHT (to preserve freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Corn Starch,Crospovidone,Cyanocobalamin (Vit. B12),Ferrous Fumarate,Folic Acid,Gelatin,Hypromellose,Lutein,Magnesium Stearate,Manganese Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vit. K),Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to preserve freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to preserve freshness),Vitamin A Acetate,Zinc Oxide"
46,Women's 50+ Advantage,Tablets,$16.99,0.17,/store/c/one-a-day-women's-50--advantage/ID=prod6332049-product,100 ea ,4.5,228,"Calcium Carbonate,Microcrystalline Cellulose,Ascorbic Acid,Magnesium Oxide,Maltodextrin,Zinc Oxide,dl-Alpha-Tocopheryl Acetate,Beta-Carotene,Croscarmellose Sodium,Biotin,Cholecalciferol,Chromium Chloride,Cupric Oxide,Cyanocobalamin,D-Calcium Pantothenate,FD&C Yellow #5 (tartrazine) Lake,FD&C Yellow #6 Lake,Folic Acid,Gelatin,Hydroxypropyl Methylcellulose,Manganese Sulfate,Niacinamide,Phytonadione,Polyethylene Glycol,Potassium Iodide,Pyridoxine Hydrochloride,Riboflavin,Silicon Dioxide,Sodium Molybdate,Sodium Selenite,Stearic Acid,Thiamine Mononitrate,Titanium Dioxide (color),Vitamin A Acetate.,Less than 2% of: Artificial Flavors"
47,"Fish Oil Softgels, Double Strength, 2400 Mg",Softgel,$19.99,0.22,"/store/c/nature's-bounty-fish-oil-softgels,-double-strength,-2400-mg/ID=prod3430762-product",90 ea ,4.5,51,"Gelatin,Vegetable Glycerin,Contains less than 2% of:  Acetylated Monoglycerides,Food Glaze,Mixed Natural Tocopherols,Polysorbate 80,Potassium Sorbate (preservative),Sodium alginate,Contains fish(anchovy ,herring ,mackerel ,sardine)"
48,"Vitamin B-12 Methylcobalamin Tablets, 1000 mcg",Tablets,$10.39,0.17,"/store/c/nature's-bounty-vitamin-b-12-methylcobalamin-tablets,-1000-mcg/ID=prod6153365-product",60 ea ,4.5,121,"Mannitol,Vegetable Magnesium Stearate,Contains less than 2% of:  Natural Cherry Flavor,Silica,Vegetable Cellulose,vegetable Stearic Acid"
49,"Gummies with Vitamin C, Minerals & Herbs Immune Support Assorted Fruit",Gummies,$16.99,0.36,"/store/c/airborne-gummies-with-vitamin-c,-minerals-%26-herbs-immune-support-assorted-fruit/ID=prod6187540-product",42 ea ,4.5,102,"corn syrup,sugar,water,gelatin,natural and artificial flavors,pectin,colors from fruits and vegetables"
50,"Vitamin D3 Softgels 125 mcg, 5000 IU",Softgel,$22.79,0.09,"/store/c/nature's-bounty-vitamin-d3-softgels-125-mcg,-5000-iu/ID=prod6202863-product",240 ea ,4.5,279,"Soybean Oil,Gelatin,Vegetable Glycerin,Corn Oil."
51,Power C Gummy Vitamins Orange,na,$15.99,0.11,/store/c/vitafusion-power-c-gummy-vitamins-orange/ID=prod6038667-product,150 ea ,4.5,396,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of: Citric Acid,Color (Annatto Extract),Fumaric Acid,Lactic Acid,Natural Flavor,and Sodium Citrate"
52,Immune Jelly Beans Orange,Gummies,$14.99,0.19,/store/c/nature's-bounty-immune-jelly-beans-orange/ID=300424087-product,80 ea ,4.5,467,"Sugar,Glucose Syrup,Modified Potato Starch,Contains Less Than 2% of: Citric Acid,Natural Flavors,Natural Palm Leaf Glaze,Vegetable Concentrate (Color),Vegetable Oil."
53,Calcium Supplement  Gummy Vitamins Fruit & Cream,Gummies,$14.99,0.15,/store/c/vitafusion-calcium-supplement--gummy-vitamins-fruit-%26-cream/ID=prod6031006-product,100 ea ,4.5,252,"Sugar,Glucose Syrup,Water,Gelatin,Less than 2% of: Canola Lecithin,Citric Acid,ColorsAnnatto Extract ,Blueberry and Carrot Concentrates ,Purple Carrot Juice Concentr,Lactic Acid,Medium Chain Triglycerides,Natural Flavors,and Pectin"
54,"Silver, Adults 50+ Mutivitamin",Tablets,$11.49,0.09,"/store/c/centrum-silver,-adults-50--mutivitamin/ID=300417081-product",125 ea ,4.5,245,"Calcium Carbonate,Potassium Chloride,Dibasic Calcium Phosphate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),DL-alpha Tocopheryl Acetate (Vit. E),Maltodextrin,Modified Corn Starch,Corn Starch,Contains less than 2% of:Beta-Carotene ,BHT (to preserve freshness) ,Biotin ,Blue 2 Lake ,Calcium Pantoth"
55,Multigummies Multivitamin For Women 50 Plus Assorted Natural Fruit,Gummies,$13.99,0.17,/store/c/centrum-multigummies-multivitamin-for-women-50-plus-assorted-natural-fruit/ID=300417620-product,80 ea ,4.5,147,"Glucose Syrup,Sugar,Water,Tribasic Calcium Phosphate,Gelatin,Ascorbic Acid (Vit. C),Contains Less Than 2% of: Annatto Seed Extract (color),Biotin,Calcium Pantothenate,Carnauba Wax,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Medium-Chain Triglycerides,Natural Flavors,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Sodium Citrate,Sodium Lactate,Turmeric (color),Vitamin A Acetate,Zinc Sulfate"
56,Women's Multivitamin,Tablets,$12.99,0.13,/store/c/one-a-day-women's-multivitamin/ID=300430265-product,100 ea ,4.0,1429,"Calcium Carbonate,Microcrystalline Cellulose,Ascorbic Acid,Maltodextrin,Ferrous Fumarate,Biotin,Cholecalciferol,Chromium Chloride,Copper Sulfate,Croscarmellose Sodium,Cyanocobalamin,D-Calcium Pantothenate,dl-Alpha-Tocopheryl Acetate,Folic Acid,Gelatin,Hydroxypropyl Methylcellulose,Inulin,Manganese Sulfate,Medium Chain Triglycerides,Niacinamide,Phylloquinone,Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride,Riboflavin,Silicon Dioxide,Sodium Selenite,Stearic Acid,Talc,Thiamine Mononitrate,Triacetin,Vitamin A Acetate,Zinc Oxide.,Less than 2% of: Beta-Carotene"
57,Multi Jelly Beans Strawberry-Lemonade,Gummies,$14.99,0.17,/store/c/nature's-bounty-multi-jelly-beans-strawberry-lemonade/ID=300424088-product,90 ea ,4.0,378,"Sugar,Glucose Syrup,Modified Potato Starch,Contains Less Than ;2% of: Citric Acid,Fruit and Vegetable Concentrate (Color),Natural Flavors,Natural Palm Leaf Glaze,Vegetable Oil,Contains wheat ingredients."
58,"Sleep Jelly Beans with Melatonin, Sleep Aid, Mixed Berry Flavor",Gummies,$14.99,0.19,"/store/c/nature's-bounty-sleep-jelly-beans-with-melatonin,-sleep-aid,-mixed-berry-flavor/ID=300424085-product",80 ea ,4.5,310,"Sugar,Glucose Syrup,Modified Potato Starch. Contains less than 2% of: Citric Acid,Fruit and Vegetable Concentrate (Color),Natural Flavors,Natural Palm Leaf Glaze,Olive Oil,Vegetable Oil,Contains Wheat ingredients"
59,Energy Jelly Beans Cherry,Gummies,$14.99,0.19,/store/c/nature's-bounty-energy-jelly-beans-cherry/ID=300424089-product,80 ea ,4.0,294,"Sugar,Glucose Syrup,Modified Potato Starch,Contains Less Than 2% of: Citric Acid,Fruit and Vegetable Concentrate (Color),Natural Flavors,Natural Palm Leaf Glaze,Vegetable Oil,Contains wheat ingredients."
60,"Ultimate Flora Women's Care Probiotic, 25 Billion CFU",na,$29.99,1.0,"/store/c/renew-life-ultimate-flora-women's-care-probiotic,-25-billion-cfu/ID=prod6044720-product",30 ea ,4.0,66,"Microcrystalline cellulose,capsule(hypromellose ,gellan gum),and medium chain triglycerides"
61,Men's Multivitamin Gummies Fruit,Gummies,$11.99,0.08,/store/c/walgreens-men's-multivitamin-gummies-fruit/ID=prod6281899-product,150 ea ,4.0,50,"Sugar,Corn Syrup,Gelatin,Contains   2% of: Citric Acid,Dicalcium Phosphate,Fractionated Coconut Oil,Maltodextrin,Mannitol,Natural Flavors,Pectin,Silica,Vegetable Juice"
62,Women¿s 50+ Gummies Advanced Multivitamin with Immunity + Brain Support Strawberry,Gummies,$19.99,0.18,/store/c/one-a-day-women¿s-50--gummies-advanced-multivitamin-with-immunity---brain-support-strawberry/ID=300401498-product,110 ea ,4.0,229,"Sugar,Glucose Syrup,Water,Gelatin,Maltodextrin,Less than 2% of: Citric Acid,ColorBlack Currant and Carrot Juice Concentrates,Natural Flavor,Pectin."
63,The Perfect Men's Multi Gummies Blackberry Blitz,Gummies,$14.99,0.17,/store/c/olly-the-perfect-men's-multi-gummies-blackberry-blitz/ID=prod6350180-product,90 ea ,4.0,193,"Glucose Syrup,Beet Sugar,Water,Gelatin,Grape Juice Concentrate,Blackberry Juice Concentrate,Lactic Acid,Citric Acid,Natural Flavors,Pectin"
64,"Vitamin C Immune Support Effervescent Powder Blend, 1000 mg Orange",na,$3.99,0.4,"/store/c/walgreens-vitamin-c-immune-support-effervescent-powder-blend,-1000-mg-orange/ID=300395156-product",10 ea ,4.5,40,"Fructose,Citric Acid,Contains Less than 2% of: Maltodextrin,Malic Acid,Dried Orange Juice Concentrate,Acacia,Sugar,Natural Flavors,Corn Syrup Solids,Silicon Dioxide,Modified Food Starch,Beta-Carotene (Color),Glycine,Aspartic Acid,Tartaric Acid,Water,Tocopherol."
65,L-Lysine 500 mg,Tablets,$11.49,0.11,/store/c/walgreens-l-lysine-500-mg/ID=300428023-product,100 ea ,5.0,4,"Cellulose (Plant Origin),Contains Less Than 2% of: Silica,Vegetable Magnesium Stearate,Vegetable Stearic Acid."
66,Cranberry + C & E,Softgel,$9.99,0.1,/store/c/walgreens-cranberry---c-%26-e/ID=300428005-product,100 ea ,5.0,3,"Gelatin,Soybean Oil,Glycerin,Contains Less Than 2% of: Soy Lecithin,Yellow Beeswax,Contains soy ingredients."
67,CoQ-10 200 mg,Softgel,$34.99,0.58,/store/c/walgreens-coq-10-200-mg/ID=300428003-product,60 ea ,5.0,2,"Rice Bran Oil,Gelatin,Vegetable Glycerin,Contains Less Than 2% of: Silica,Soy Lecithin."
68,Flush Free Niacin 500 mg,Capsules,$14.99,0.12,/store/c/walgreens-flush-free-niacin-500-mg/ID=300428019-product,120 ea ,5.0,1,"Gelatin,Vegetable Stearic Acid,Contains Less Than 2% of: Silica,Vegetable Magnesium Stearate"
69,Evening Primrose 1000 mg,Softgel,$13.49,0.15,/store/c/walgreens-evening-primrose-1000-mg/ID=300428009-product,90 ea ,5.0,1,"Gelatin,Glycerin."
70,Women's Prenatal 1 Multivitamins,Softgel,$34.99,0.58,/store/c/one-a-day-women's-prenatal-1-multivitamins/ID=prod6259089-product,60 ea ,4.5,456,"Calcium Carbonate,Omega-3 Fish Oil,Gelatin,Glycerin,Magnesium Oxide,Yellow Beeswax,Ascorbic Acid,d-Alpha Tocopherol,Biotin,Carbonyl Iron,Color (Annatto Extract [seed]),Cupric Oxide,Cyanocobalamin,D-Calcium Pantothenate,Folic Acid,Niacinamide,Potassium Iodide,Purified Water,Pyridoxine Hydrochloride,Retinyl Palmitate,Riboflavin,Soy Lecithin,Thiamine Mononitrate,Vitamin D3 (Cholecalciferol),Zinc Oxide.,Less than 2% of: Beta-Carotene"
71,Multigummies Multivitamin For Women Assorted Fruit,Gummies,$19.99,0.12,/store/c/centrum-multigummies-multivitamin-for-women-assorted-fruit/ID=300417621-product,170 ea ,4.5,275,"Glucose Syrup,Sugar,Water,Tribasic Calcium Phosphate,Gelatin,Contains Less Than 2% of: Annatto Seed Extract (color),Ascorbic Acid (Vit. C),Biotin,Carnauba Wax,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Medium-Chain Triglycerides,Natural Flavors,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Sodium Citrate,Sodium Lactate,Turmeric (color),Vitamin A Acetate,Zinc Sulfate"
72,Multivitamin for Adults 50 Plus,Tablets,$24.99,0.11,/store/c/centrum-multivitamin-for-adults-50-plus/ID=300423955-product,220 ea ,4.5,237,"Calcium Carbonate,Potassium Chloride,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),DL-Alpha Tocopherol Acetate (Vit. E),Maltodextrin,Modified Corn Starch,Corn Starch. Contains & less than 2% of: Beta-Carotene,BHT (to preserve freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Crospovidone,Cyanocobalamin (Vit. B12),Folic Acid,Gelatin,Hypromellose,Lutein,Lycopene,Magnesium Stearate,Manganese Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vit. K),Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to preserve freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to preserve freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide."
73,Bi Layer Multi + Immune Gummy Vitamins,Gummies,$15.99,0.01,/store/c/vitafusion-bi-layer-multi---immune-gummy-vitamins/ID=300426423-product,90 ea ,4.5,154,"Glucose syrup,sugar,water,gelatin,citric acid,colors( blueberry and carrot concentrates ,purple carrot juice concentrate),malic acid,natural flavor,and pectin,Contains: Tree Nuts(coconut),blend of oils (coconut and/or palm) with beeswax and/or carnauba wax,less than 2% of:"
74,"C, D & Zinc Gummies",Gummies,$19.99,0.29,"/store/c/nature's-bounty-c,-d-%26-zinc-gummies/ID=300426613-product",70 ea ,4.5,146,"Glucose Syrup,Cane Sugar,Gelatin,Natural Flavors,Contains <2% of: Citric Acid,Fruit and Vegetable Concentrate (Color),Maltodextrin,Pectin,Vegetable Oil (Palm) (Contains Carnauba Wax)"
75,Multivitamin for Men,Tablets,$21.99,0.11,/store/c/centrum-multivitamin-for-men/ID=300417437-product?skuId=400645113,200 ea ,4.5,124,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),Dibasic Calcium Phosphate,DL-Alpha Tocopherol Acetate (Vit. E),Maltodextrin,Modified Corn Starch,Corn Starch,Contains Less Than 2% of: Beta-Carotene,BHT (to preserve freshness),Biotin,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Crospovidone,Cyanocobalamin (Vit. B12),Ferrous Fumarate,Folic Acid,Gelatin,Lecithin (soy),Lycopene,Magnesium Stearate,Manganese Sulfate,Niacinamide,Phytonadione (Vit. K),Polyethylene Glycol,Polyvinyl Alcohol,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to preserve freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to preserve freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide."
76,Multivitamin for Men 50+,Tablets,$11.30,0.17,/store/c/centrum-silver-multivitamin-for-men-50-/ID=300417439-product,65 ea ,4.5,106,"Calcium Carbonate,Potassium Chloride,Magnesium Oxide,Ascorbic Acid (Vit. C),Dibasic Calcium Phosphate,Microcrystalline Cellulose,Gelatin,DL-alpha Tocopheryl Acetate (Vit. E),Maltodextrin,Contains less than 2% of:Ascorbyl Palmitate (to preserve freshness) ,Beta-Carotene ,BHT (to preserve fres"
